alpha,overall_progress_raw,overall_progress_clamped,objective_error
0.0,0.0,0.0,0.0
0.2,0.8193964958190918,0.8193964958190918,0.6193965077400208
0.4,0.9304325580596924,0.9304325580596924,0.5304325819015503
0.5,1.009855031967163,1.0,0.5098550319671631
0.6,1.0041658878326416,1.0,0.4041658639907837
0.8,0.9740883111953735,0.9740883111953735,0.17408829927444458
1.0,0.9662888050079346,0.9662888050079346,0.03371119499206543
