encoder,case_id,image_id,provenance,progress,off_axis,source_distance,full_distance,axis_norm,cosine_to_source,cosine_to_full,cosine_distance_source,cosine_distance_full,legacy_ratio_if_available
siglip,environment_night_seed_20260914,full,MODEL-GENERATED NATIVE FULL,1.0,0.0,0.8698521256446838,0.0,0.8698521256446838,0.6216786503791809,1.0,0.3783213496208191,0.0,
qwen_hidden,ball_color_seed_20260914,source,SOURCE INPUT,0.0,0.0,0.0,0.19508351385593414,0.19508352875709534,1.0,0.9809712767601013,0.0,0.01902872323989868,0.0
qwen_hidden,ball_color_seed_20260914,oracle_0.2,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.9126986861228943,0.34424522519111633,0.19029636681079865,0.06928247213363647,0.19508352875709534,0.9818935990333557,0.9975999593734741,0.018106400966644287,0.002400040626525879,0.8829611931824795
qwen_hidden,ball_color_seed_20260914,oracle_0.5,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.9985816478729248,0.3198833167552948,0.20455801486968994,0.062404584139585495,0.19508352875709534,0.9790779948234558,0.9980528354644775,0.02092200517654419,0.001947164535522461,0.9148559519826127
qwen_hidden,ball_color_seed_20260914,oracle_0.8,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,1.0391591787338257,0.22858670353889465,0.20756962895393372,0.04524312913417816,0.19508352875709534,0.9784573912620544,0.9989765882492065,0.021542608737945557,0.001023411750793457,0.954647683769453
qwen_hidden,ball_color_seed_20260914,full,MODEL-GENERATED NATIVE FULL,0.9999997019767761,3.0596328315368737e-07,0.19508351385593414,0.0,0.19508352875709534,0.9809712767601013,1.0000001192092896,0.01902872323989868,-1.1920928955078125e-07,1.000005739214079
qwen_hidden,ball_color_seed_20260915,source,SOURCE INPUT,0.0,0.0,0.0,0.21778133511543274,0.21778135001659393,1.0,0.9762856960296631,0.0,0.023714303970336914,0.0
qwen_hidden,ball_color_seed_20260915,oracle_0.2,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.8514113426208496,0.26728931069374084,0.19434410333633423,0.06660056114196777,0.21778135001659393,0.9811152219772339,0.9977821707725525,0.018884778022766113,0.0022178292274475098,0.8949021725054005
qwen_hidden,ball_color_seed_20260915,oracle_0.5,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.8891618251800537,0.2289951890707016,0.19996170699596405,0.055405497550964355,0.21778135001659393,0.9800076484680176,0.9984650611877441,0.019992351531982422,0.0015349388122558594,0.9286975706330642
qwen_hidden,ball_color_seed_20260915,oracle_0.8,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.9194241762161255,0.2797880172729492,0.20929938554763794,0.06340907514095306,0.21778135001659393,0.9780969023704529,0.9979896545410156,0.02190309762954712,0.002010345458984375,0.9159320299104561
qwen_hidden,ball_color_seed_20260915,full,MODEL-GENERATED NATIVE FULL,0.9999997615814209,2.3570349583224015e-07,0.21778133511543274,0.0,0.21778135001659393,0.9762856960296631,1.0,0.023714303970336914,0.0,0.9999995783137554
qwen_hidden,ball_color_seed_20260916,source,SOURCE INPUT,0.0,0.0,0.0,0.22051145136356354,0.22051145136356354,1.0,0.9756874442100525,0.0,0.02431255578994751,0.0
qwen_hidden,ball_color_seed_20260916,oracle_0.2,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.7644744515419006,0.3409584164619446,0.18458192050457,0.09137927740812302,0.22051145136356354,0.982964813709259,0.9958249926567078,0.017035186290740967,0.004175007343292236,0.8031599594549323
qwen_hidden,ball_color_seed_20260916,oracle_0.5,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.7966749668121338,0.29032430052757263,0.18697752058506012,0.07815853506326675,0.22051145136356354,0.9825196862220764,0.9969455599784851,0.017480313777923584,0.0030544400215148926,0.8512546795596247
qwen_hidden,ball_color_seed_20260916,oracle_0.8,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.9272619485855103,0.29529187083244324,0.21458975970745087,0.06706161797046661,0.22051145136356354,0.9769756197929382,0.9977514743804932,0.023024380207061768,0.002248525619506836,0.9110298299200196
qwen_hidden,ball_color_seed_20260916,full,MODEL-GENERATED NATIVE FULL,0.9999997615814209,2.3614170174823812e-07,0.22051145136356354,0.0,0.22051145136356354,0.9756874442100525,0.9999999403953552,0.02431255578994751,5.960464477539063e-08,0.9999971370987852
qwen_hidden,scene_reimagination_seed_20260914,source,SOURCE INPUT,0.0,0.0,0.0,0.37690311670303345,0.37690311670303345,1.0,0.9289720058441162,0.0,0.07102799415588379,0.0
qwen_hidden,scene_reimagination_seed_20260914,oracle_0.2,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.9471851587295532,0.37669745087623596,0.38419365882873535,0.14336711168289185,0.37690311670303345,0.9261975288391113,0.9897228479385376,0.07380247116088867,0.010277152061462402,0.8777687096435811
qwen_hidden,scene_reimagination_seed_20260914,oracle_0.5,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.8602920174598694,0.32116493582725525,0.3461048901081085,0.1320050209760666,0.37690311670303345,0.9401056170463562,0.9912872910499573,0.0598943829536438,0.008712708950042725,0.8730055823918347
qwen_hidden,scene_reimagination_seed_20260914,oracle_0.8,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,0.9058102369308472,0.18202835321426392,0.3482280373573303,0.07724767923355103,0.37690311670303345,0.9393686652183533,0.9970163702964783,0.06063133478164673,0.0029836297035217285,0.9530984689113199
qwen_hidden,scene_reimagination_seed_20260914,full,MODEL-GENERATED NATIVE FULL,0.9999998807907104,1.1826016788063498e-07,0.37690311670303345,0.0,0.37690311670303345,0.9289720058441162,1.0,0.07102799415588379,0.0,0.9999998592104605
qwen_hidden,environment_night_seed_20260914,source,SOURCE INPUT,0.0,0.0,0.0,0.3115265965461731,0.3115265965461731,1.0000001192092896,0.9514756202697754,-1.1920928955078125e-07,0.04852437973022461,-2.4566941093807937e-06
qwen_hidden,environment_night_seed_20260914,oracle_0.2,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,1.0000637769699097,0.2687839865684509,0.32260265946388245,0.08373336493968964,0.3115265965461731,0.9479638338088989,0.9964942932128906,0.052036166191101074,0.003505706787109375,0.9368815639814606
qwen_hidden,environment_night_seed_20260914,oracle_0.5,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,1.0196062326431274,0.30022066831588745,0.3311176598072052,0.09372595697641373,0.3115265965461731,0.9451804757118225,0.9956076741218567,0.05481952428817749,0.0043923258781433105,0.9258199984630505
qwen_hidden,environment_night_seed_20260914,oracle_0.8,MODEL-GENERATED PIXEL-ORACLE DIAGNOSTIC,1.030238151550293,0.2207247018814087,0.3282299041748047,0.06940386444330215,0.3115265965461731,0.9461326003074646,0.9975915551185608,0.0538673996925354,0.002408444881439209,0.9572026955490601
qwen_hidden,environment_night_seed_20260914,full,MODEL-GENERATED NATIVE FULL,0.9999999403953552,8.571139886726087e-08,0.3115265965461731,0.0,0.3115265965461731,0.9514756202697754,0.9999999403953552,0.04852437973022461,5.960464477539063e-08,0.9999985655757926
