strength,initial_coordinate,best_coordinate,final_coordinate,target,best_error,initial_error,final_error,best_control_energy
0.2,1.0000054836273193,0.9427729249000549,0.939841091632843,0.2,0.7427729368209839,0.8000054955482483,0.739841103553772,0.058564044535160065
0.5,1.0000054836273193,0.9546518921852112,0.9507246613502502,0.5,0.4546518921852112,0.5000054836273193,0.45072466135025024,0.02287657931447029
0.8,1.0000054836273193,0.960979700088501,0.9696968197822571,0.8,0.16097968816757202,0.20000547170639038,0.16969680786132812,0.003660252783447504
